Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Names (ORF)
A0A7K7P423	unreviewed	A0A7K7P423_ACRAR	CALM protein	Calm_1 ACRARU_R09125	Acrocephalus arundinaceus (Great reed-warbler)	139	ACRARU_R09125
A0A7K7P426	unreviewed	A0A7K7P426_ACRAR	GLUCM protein	Dglucy ACRARU_R09129	Acrocephalus arundinaceus (Great reed-warbler)	610	ACRARU_R09129
A0A7K7P429	unreviewed	A0A7K7P429_ACRAR	Transmembrane protein 19	Tmem19 ACRARU_R01916	Acrocephalus arundinaceus (Great reed-warbler)	401	ACRARU_R01916
A0A7K7P430	unreviewed	A0A7K7P430_ACRAR	SLF1 protein	Slf1 ACRARU_R06849	Acrocephalus arundinaceus (Great reed-warbler)	199	ACRARU_R06849
A0A7K7P431	unreviewed	A0A7K7P431_ACRAR	ANPRC protein	Npr3 ACRARU_R09167	Acrocephalus arundinaceus (Great reed-warbler)	517	ACRARU_R09167
A0A7K7P433	unreviewed	A0A7K7P433_ACRAR	BUP1 ureidopropionase	Upb1 ACRARU_R01662	Acrocephalus arundinaceus (Great reed-warbler)	383	ACRARU_R01662
A0A7K7P435	unreviewed	A0A7K7P435_ACRAR	TM52B protein	Tmem52b ACRARU_R00496	Acrocephalus arundinaceus (Great reed-warbler)	144	ACRARU_R00496
A0A7K7P436	unreviewed	A0A7K7P436_ACRAR	SPIC factor	Spic ACRARU_R06360	Acrocephalus arundinaceus (Great reed-warbler)	248	ACRARU_R06360
A0A7K7P437	unreviewed	A0A7K7P437_ACRAR	F172A protein	Fam172a ACRARU_R06463	Acrocephalus arundinaceus (Great reed-warbler)	381	ACRARU_R06463
A0A7K7P439	unreviewed	A0A7K7P439_ACRAR	MIGA1 protein	Miga1 ACRARU_R13401	Acrocephalus arundinaceus (Great reed-warbler)	605	ACRARU_R13401
A0A7K7P441	unreviewed	A0A7K7P441_ACRAR	ZZZ3 protein	Zzz3 ACRARU_R09230	Acrocephalus arundinaceus (Great reed-warbler)	920	ACRARU_R09230
A0A7K7P442	unreviewed	A0A7K7P442_ACRAR	MYT1L protein	Myt1l ACRARU_R12222	Acrocephalus arundinaceus (Great reed-warbler)	164	ACRARU_R12222
A0A7K7P443	unreviewed	A0A7K7P443_ACRAR	GTR5 protein	Slc2a5 ACRARU_R01545	Acrocephalus arundinaceus (Great reed-warbler)	216	ACRARU_R01545
A0A7K7P444	unreviewed	A0A7K7P444_ACRAR	F110C protein	Fam110c ACRARU_R00777	Acrocephalus arundinaceus (Great reed-warbler)	386	ACRARU_R00777
A0A7K7P448	unreviewed	A0A7K7P448_ACRAR	WSB2 protein	Wsb2 ACRARU_R01534	Acrocephalus arundinaceus (Great reed-warbler)	412	ACRARU_R01534
A0A7K7P449	unreviewed	A0A7K7P449_ACRAR	FUBP1 protein	Fubp1 ACRARU_R09227	Acrocephalus arundinaceus (Great reed-warbler)	509	ACRARU_R09227
A0A7K7P450	unreviewed	A0A7K7P450_ACRAR	GIPC2 protein	Gipc2 ACRARU_R13399	Acrocephalus arundinaceus (Great reed-warbler)	316	ACRARU_R13399
A0A7K7P451	unreviewed	A0A7K7P451_ACRAR	CSN5 protein	Cops5 ACRARU_R12103	Acrocephalus arundinaceus (Great reed-warbler)	338	ACRARU_R12103
A0A7K7P455	unreviewed	A0A7K7P455_ACRAR	Protein phosphatase 1 regulatory subunit 42 (Leucine-rich repeat-containing protein 67)	Ppp1r42 ACRARU_R12104	Acrocephalus arundinaceus (Great reed-warbler)	266	ACRARU_R12104
A0A7K7P456	unreviewed	A0A7K7P456_ACRAR	NSMA3 phosphodiesterase	Smpd4 ACRARU_R01664	Acrocephalus arundinaceus (Great reed-warbler)	789	ACRARU_R01664
A0A7K7P458	unreviewed	A0A7K7P458_ACRAR	VAT1L protein	Vat1l ACRARU_R06591	Acrocephalus arundinaceus (Great reed-warbler)	418	ACRARU_R06591
A0A7K7P461	unreviewed	A0A7K7P461_ACRAR	T150C protein	Tmem150c ACRARU_R06315	Acrocephalus arundinaceus (Great reed-warbler)	249	ACRARU_R06315
A0A7K7P463	unreviewed	A0A7K7P463_ACRAR	peptidylprolyl isomerase (EC 5.2.1.8) (Rotamase)	Fkbp14 ACRARU_R13234	Acrocephalus arundinaceus (Great reed-warbler)	95	ACRARU_R13234
A0A7K7P468	unreviewed	A0A7K7P468_ACRAR	PTN13 phosphatase	Ptpn13_0 ACRARU_R06129	Acrocephalus arundinaceus (Great reed-warbler)	274	ACRARU_R06129
A0A7K7P470	unreviewed	A0A7K7P470_ACRAR	Transmembrane protein 135	Tmem135 ACRARU_R11037	Acrocephalus arundinaceus (Great reed-warbler)	458	ACRARU_R11037
A0A7K7P471	unreviewed	A0A7K7P471_ACRAR	BMR1B protein	Bmpr1b_1 ACRARU_R01817	Acrocephalus arundinaceus (Great reed-warbler)	82	ACRARU_R01817
A0A7K7P475	unreviewed	A0A7K7P475_ACRAR	S45A2 protein	Slc45a2 ACRARU_R09171	Acrocephalus arundinaceus (Great reed-warbler)	546	ACRARU_R09171
A0A7K7P476	unreviewed	A0A7K7P476_ACRAR	TMM33 protein	Tmem33 ACRARU_R05265	Acrocephalus arundinaceus (Great reed-warbler)	232	ACRARU_R05265
A0A7K7P479	unreviewed	A0A7K7P479_ACRAR	NPRL2 protein	Nprl2 ACRARU_R10129	Acrocephalus arundinaceus (Great reed-warbler)	337	ACRARU_R10129
A0A7K7P480	unreviewed	A0A7K7P480_ACRAR	FNDC9 protein	Fndc9_0 ACRARU_R04833	Acrocephalus arundinaceus (Great reed-warbler)	223	ACRARU_R04833
A0A7K7P481	unreviewed	A0A7K7P481_ACRAR	C1QT3 protein	C1qtnf3_1 ACRARU_R09173	Acrocephalus arundinaceus (Great reed-warbler)	186	ACRARU_R09173
A0A7K7P483	unreviewed	A0A7K7P483_ACRAR	PTN13 phosphatase	Ptpn13_1 ACRARU_R15093	Acrocephalus arundinaceus (Great reed-warbler)	305	ACRARU_R15093
A0A7K7P484	unreviewed	A0A7K7P484_ACRAR	CRKL protein	Crkl ACRARU_R01666	Acrocephalus arundinaceus (Great reed-warbler)	97	ACRARU_R01666
A0A7K7P485	unreviewed	A0A7K7P485_ACRAR	CC122 protein	Ccdc122 ACRARU_R02449	Acrocephalus arundinaceus (Great reed-warbler)	227	ACRARU_R02449
A0A7K7P488	unreviewed	A0A7K7P488_ACRAR	ZN236 protein	Znf236 ACRARU_R04822	Acrocephalus arundinaceus (Great reed-warbler)	1898	ACRARU_R04822
A0A7K7P489	unreviewed	A0A7K7P489_ACRAR	STIMA regulator	Stimate_0 ACRARU_R10137	Acrocephalus arundinaceus (Great reed-warbler)	152	ACRARU_R10137
A0A7K7P490	unreviewed	A0A7K7P490_ACRAR	GTR11 protein	Slc2a11_1 ACRARU_R01552	Acrocephalus arundinaceus (Great reed-warbler)	207	ACRARU_R01552
A0A7K7P492	unreviewed	A0A7K7P492_ACRAR	MPLKI protein	Mplkip ACRARU_R08024	Acrocephalus arundinaceus (Great reed-warbler)	181	ACRARU_R08024
A0A7K7P493	unreviewed	A0A7K7P493_ACRAR	NIPA1 protein	Nipa1 ACRARU_R04831	Acrocephalus arundinaceus (Great reed-warbler)	259	ACRARU_R04831
A0A7K7P495	unreviewed	A0A7K7P495_ACRAR	STXB4 protein	Stxbp4 ACRARU_R12008	Acrocephalus arundinaceus (Great reed-warbler)	599	ACRARU_R12008
A0A7K7P498	unreviewed	A0A7K7P498_ACRAR	LR75B protein	Lrrc75b ACRARU_R01532	Acrocephalus arundinaceus (Great reed-warbler)	340	ACRARU_R01532
A0A7K7P4A2	unreviewed	A0A7K7P4A2_ACRAR	BL1S4 protein	Bloc1s4 ACRARU_R04824	Acrocephalus arundinaceus (Great reed-warbler)	194	ACRARU_R04824
A0A7K7P4A3	unreviewed	A0A7K7P4A3_ACRAR	DAPLE protein	Ccdc88c ACRARU_R03631	Acrocephalus arundinaceus (Great reed-warbler)	166	ACRARU_R03631
A0A7K7P4A6	unreviewed	A0A7K7P4A6_ACRAR	GTR9 protein	Slc2a9_1 ACRARU_R01546	Acrocephalus arundinaceus (Great reed-warbler)	193	ACRARU_R01546
A0A7K7P4A8	unreviewed	A0A7K7P4A8_ACRAR	P20L1 protein	Phf20l1 ACRARU_R09286	Acrocephalus arundinaceus (Great reed-warbler)	166	ACRARU_R09286
A0A7K7P4B0	unreviewed	A0A7K7P4B0_ACRAR	IF2G factor	Eif2s3 ACRARU_R04746	Acrocephalus arundinaceus (Great reed-warbler)	234	ACRARU_R04746
A0A7K7P4B1	unreviewed	A0A7K7P4B1_ACRAR	SIM36 protein	Smim36 ACRARU_R14537	Acrocephalus arundinaceus (Great reed-warbler)	94	ACRARU_R14537
A0A7K7P4B2	unreviewed	A0A7K7P4B2_ACRAR	OVOS protein	Ovos ACRARU_R07290	Acrocephalus arundinaceus (Great reed-warbler)	1429	ACRARU_R07290
A0A7K7P4B3	unreviewed	A0A7K7P4B3_ACRAR	Transmembrane protein 18	Tmem18 ACRARU_R00779	Acrocephalus arundinaceus (Great reed-warbler)	159	ACRARU_R00779
A0A7K7P4B4	unreviewed	A0A7K7P4B4_ACRAR	TBC15 protein	Tbc1d15 ACRARU_R01918	Acrocephalus arundinaceus (Great reed-warbler)	658	ACRARU_R01918
A0A7K7P4B8	unreviewed	A0A7K7P4B8_ACRAR	GTR7 protein	Slc2a7 ACRARU_R01544	Acrocephalus arundinaceus (Great reed-warbler)	195	ACRARU_R01544
A0A7K7P4C0	unreviewed	A0A7K7P4C0_ACRAR	EIPR1 protein	Eipr1 ACRARU_R12220	Acrocephalus arundinaceus (Great reed-warbler)	373	ACRARU_R12220
A0A7K7P4C1	unreviewed	A0A7K7P4C1_ACRAR	FNIP2 protein	Fnip2 ACRARU_R04677	Acrocephalus arundinaceus (Great reed-warbler)	1099	ACRARU_R04677
A0A7K7P4C4	unreviewed	A0A7K7P4C4_ACRAR	PZP protein	Pzp ACRARU_R03270	Acrocephalus arundinaceus (Great reed-warbler)	174	ACRARU_R03270
A0A7K7P4C7	unreviewed	A0A7K7P4C7_ACRAR	TM241 protein	Tmem241 ACRARU_R10955	Acrocephalus arundinaceus (Great reed-warbler)	250	ACRARU_R10955
A0A7K7P4C8	unreviewed	A0A7K7P4C8_ACRAR	MYBA protein	Mybl1 ACRARU_R12105	Acrocephalus arundinaceus (Great reed-warbler)	753	ACRARU_R12105
A0A7K7P4D0	unreviewed	A0A7K7P4D0_ACRAR	CBPA6 Carboxypeptidase	Cpa6 ACRARU_R12108	Acrocephalus arundinaceus (Great reed-warbler)	376	ACRARU_R12108
A0A7K7P4D2	unreviewed	A0A7K7P4D2_ACRAR	CBPB2 Carboxypeptidase	Cpb2 ACRARU_R00406	Acrocephalus arundinaceus (Great reed-warbler)	401	ACRARU_R00406
A0A7K7P4D3	unreviewed	A0A7K7P4D3_ACRAR	CBLN2 protein	Cbln2 ACRARU_R03861	Acrocephalus arundinaceus (Great reed-warbler)	200	ACRARU_R03861
A0A7K7P4D5	unreviewed	A0A7K7P4D5_ACRAR	KGP2 kinase	Prkg2 ACRARU_R06132	Acrocephalus arundinaceus (Great reed-warbler)	442	ACRARU_R06132
A0A7K7P4D6	unreviewed	A0A7K7P4D6_ACRAR	HNRPD protein	Hnrnpd ACRARU_R06316	Acrocephalus arundinaceus (Great reed-warbler)	259	ACRARU_R06316
A0A7K7P4D7	unreviewed	A0A7K7P4D7_ACRAR	RGF1B protein	Rasgef1b ACRARU_R06125	Acrocephalus arundinaceus (Great reed-warbler)	472	ACRARU_R06125
A0A7K7P4E0	unreviewed	A0A7K7P4E0_ACRAR	OXND1 protein	Oxnad1 ACRARU_R09026	Acrocephalus arundinaceus (Great reed-warbler)	119	ACRARU_R09026
A0A7K7P4E3	unreviewed	A0A7K7P4E3_ACRAR	BIG1 protein	Arfgef1 ACRARU_R12107	Acrocephalus arundinaceus (Great reed-warbler)	1843	ACRARU_R12107
A0A7K7P4E6	unreviewed	A0A7K7P4E6_ACRAR	SHSA3 protein	Shisa3 ACRARU_R05263	Acrocephalus arundinaceus (Great reed-warbler)	245	ACRARU_R05263
A0A7K7P4E7	unreviewed	A0A7K7P4E7_ACRAR	NEPN protein	Nepn ACRARU_R00277	Acrocephalus arundinaceus (Great reed-warbler)	516	ACRARU_R00277
A0A7K7P4E8	unreviewed	A0A7K7P4E8_ACRAR	RAD1 protein	Rad1 ACRARU_R09174	Acrocephalus arundinaceus (Great reed-warbler)	281	ACRARU_R09174
A0A7K7P4E9	unreviewed	A0A7K7P4E9_ACRAR	A2MG protein	A2m_2 ACRARU_R03277	Acrocephalus arundinaceus (Great reed-warbler)	257	ACRARU_R03277
A0A7K7P4F0	unreviewed	A0A7K7P4F0_ACRAR	DJC21 protein	Dnajc21 ACRARU_R07873	Acrocephalus arundinaceus (Great reed-warbler)	536	ACRARU_R07873
A0A7K7P4F2	unreviewed	A0A7K7P4F2_ACRAR	TCF24 factor	Tcf24 ACRARU_R14535	Acrocephalus arundinaceus (Great reed-warbler)	165	ACRARU_R14535
A0A7K7P4F3	unreviewed	A0A7K7P4F3_ACRAR	DJC15 protein	Dnajc15 ACRARU_R11013	Acrocephalus arundinaceus (Great reed-warbler)	126	ACRARU_R11013
A0A7K7P4F5	unreviewed	A0A7K7P4F5_ACRAR	C1QT3 protein	C1qtnf3_0 ACRARU_R09172	Acrocephalus arundinaceus (Great reed-warbler)	314	ACRARU_R09172
A0A7K7P4F6	unreviewed	A0A7K7P4F6_ACRAR	DGKH kinase	Dgkh_0 ACRARU_R11015	Acrocephalus arundinaceus (Great reed-warbler)	769	ACRARU_R11015
A0A7K7P4F7	unreviewed	A0A7K7P4F7_ACRAR	AGRL3 protein	Adgrl3_0 ACRARU_R05362	Acrocephalus arundinaceus (Great reed-warbler)	392	ACRARU_R05362
A0A7K7P4F8	unreviewed	A0A7K7P4F8_ACRAR	HERC2 ligase	Herc2_0 ACRARU_R02031	Acrocephalus arundinaceus (Great reed-warbler)	212	ACRARU_R02031
A0A7K7P4F9	unreviewed	A0A7K7P4F9_ACRAR	RAI14 protein	Rai14 ACRARU_R07876	Acrocephalus arundinaceus (Great reed-warbler)	925	ACRARU_R07876
A0A7K7P4G3	unreviewed	A0A7K7P4G3_ACRAR	COX11 protein	Cox11 ACRARU_R03229	Acrocephalus arundinaceus (Great reed-warbler)	102	ACRARU_R03229
A0A7K7P4G4	unreviewed	A0A7K7P4G4_ACRAR	ENOX1 protein	Enox1 ACRARU_R02448	Acrocephalus arundinaceus (Great reed-warbler)	623	ACRARU_R02448
A0A7K7P4G5	unreviewed	A0A7K7P4G5_ACRAR	CHCH2 protein	Chchd2 ACRARU_R01660	Acrocephalus arundinaceus (Great reed-warbler)	146	ACRARU_R01660
A0A7K7P4G6	unreviewed	A0A7K7P4G6_ACRAR	ANKF1 protein	Ankfn1_0 ACRARU_R12010	Acrocephalus arundinaceus (Great reed-warbler)	694	ACRARU_R12010
A0A7K7P4G8	unreviewed	A0A7K7P4G8_ACRAR	ZCHC4 protein	Zcchc4 ACRARU_R10580	Acrocephalus arundinaceus (Great reed-warbler)	454	ACRARU_R10580
A0A7K7P4H1	unreviewed	A0A7K7P4H1_ACRAR	MPP8 phase	Mphosph8 ACRARU_R09097	Acrocephalus arundinaceus (Great reed-warbler)	190	ACRARU_R09097
A0A7K7P4H3	unreviewed	A0A7K7P4H3_ACRAR	RNFT2 protein	Rnft2 ACRARU_R01669	Acrocephalus arundinaceus (Great reed-warbler)	185	ACRARU_R01669
A0A7K7P4H4	unreviewed	A0A7K7P4H4_ACRAR	PLSL protein	Lcp1_0 ACRARU_R00411	Acrocephalus arundinaceus (Great reed-warbler)	625	ACRARU_R00411
A0A7K7P4H9	unreviewed	A0A7K7P4H9_ACRAR	PLPP phosphatase	Pdxp ACRARU_R07338	Acrocephalus arundinaceus (Great reed-warbler)	314	ACRARU_R07338
A0A7K7P4I1	unreviewed	A0A7K7P4I1_ACRAR	FBX21 protein	Fbxo21 ACRARU_R01550	Acrocephalus arundinaceus (Great reed-warbler)	128	ACRARU_R01550
A0A7K7P4I3	unreviewed	A0A7K7P4I3_ACRAR	GTR11 protein	Slc2a11_2 ACRARU_R15734	Acrocephalus arundinaceus (Great reed-warbler)	74	ACRARU_R15734
A0A7K7P4I5	unreviewed	A0A7K7P4I5_ACRAR	SREBP regulating gene protein	Rcjmb04_0 ACRARU_R01549	Acrocephalus arundinaceus (Great reed-warbler)	205	ACRARU_R01549
A0A7K7P4I7	unreviewed	A0A7K7P4I7_ACRAR	C102B protein	Ccdc102b ACRARU_R12431	Acrocephalus arundinaceus (Great reed-warbler)	367	ACRARU_R12431
A0A7K7P4I8	unreviewed	A0A7K7P4I8_ACRAR	GTR11 protein	Slc2a11_0 ACRARU_R01547	Acrocephalus arundinaceus (Great reed-warbler)	490	ACRARU_R01547
A0A7K7P4I9	unreviewed	A0A7K7P4I9_ACRAR	MTR1B protein	Mtr1b ACRARU_R05284	Acrocephalus arundinaceus (Great reed-warbler)	361	ACRARU_R05284
A0A7K7P4J1	unreviewed	A0A7K7P4J1_ACRAR	MFNG acetylglucosaminyltransferase	Mfng ACRARU_R11594	Acrocephalus arundinaceus (Great reed-warbler)	337	ACRARU_R11594
A0A7K7P4J4	unreviewed	A0A7K7P4J4_ACRAR	GUCD1 protein	Gucd1 ACRARU_R01533	Acrocephalus arundinaceus (Great reed-warbler)	225	ACRARU_R01533
A0A7K7P4J5	unreviewed	A0A7K7P4J5_ACRAR	LAMA5 protein	Lama5_0 ACRARU_R15701	Acrocephalus arundinaceus (Great reed-warbler)	130	ACRARU_R15701
A0A7K7P4J6	unreviewed	A0A7K7P4J6_ACRAR	GUC2F cyclase	Gucy2f_1 ACRARU_R07299	Acrocephalus arundinaceus (Great reed-warbler)	386	ACRARU_R07299
A0A7K7P4J8	unreviewed	A0A7K7P4J8_ACRAR	CABL1 enzyme	Cables1 ACRARU_R04724	Acrocephalus arundinaceus (Great reed-warbler)	329	ACRARU_R04724
A0A7K7P4J9	unreviewed	A0A7K7P4J9_ACRAR	A2MG protein	A2m_1 ACRARU_R03275	Acrocephalus arundinaceus (Great reed-warbler)	417	ACRARU_R03275
A0A7K7P4K0	unreviewed	A0A7K7P4K0_ACRAR	A2MG protein	A2m_0 ACRARU_R03273	Acrocephalus arundinaceus (Great reed-warbler)	171	ACRARU_R03273
A0A7K7P4K2	unreviewed	A0A7K7P4K2_ACRAR	MTU1 thiouridylase	Trmu ACRARU_R10665	Acrocephalus arundinaceus (Great reed-warbler)	126	ACRARU_R10665
A0A7K7P4K3	unreviewed	A0A7K7P4K3_ACRAR	EIF3D factor	Eif3d ACRARU_R11601	Acrocephalus arundinaceus (Great reed-warbler)	544	ACRARU_R11601
A0A7K7P4K4	unreviewed	A0A7K7P4K4_ACRAR	Sulfurtransferase	Mpst ACRARU_R07346	Acrocephalus arundinaceus (Great reed-warbler)	297	ACRARU_R07346
A0A7K7P4K5	unreviewed	A0A7K7P4K5_ACRAR	ANR29 protein	Ankrd29 ACRARU_R10956	Acrocephalus arundinaceus (Great reed-warbler)	296	ACRARU_R10956
A0A7K7P4K7	unreviewed	A0A7K7P4K7_ACRAR	TSK protein	Tsku ACRARU_R03269	Acrocephalus arundinaceus (Great reed-warbler)	352	ACRARU_R03269
A0A7K7P4K9	unreviewed	A0A7K7P4K9_ACRAR	GPALPP motifs-containing protein 1	Gpalpp1 ACRARU_R03565	Acrocephalus arundinaceus (Great reed-warbler)	322	ACRARU_R03565
A0A7K7P4L0	unreviewed	A0A7K7P4L0_ACRAR	T22D1 protein	Tsc22d1 ACRARU_R15296	Acrocephalus arundinaceus (Great reed-warbler)	944	ACRARU_R15296
A0A7K7P4L2	unreviewed	A0A7K7P4L2_ACRAR	JDP2 protein	Jdp2 ACRARU_R00207	Acrocephalus arundinaceus (Great reed-warbler)	163	ACRARU_R00207
A0A7K7P4L3	unreviewed	A0A7K7P4L3_ACRAR	Sulfurtransferase	Tst ACRARU_R11587	Acrocephalus arundinaceus (Great reed-warbler)	294	ACRARU_R11587
A0A7K7P4L4	unreviewed	A0A7K7P4L4_ACRAR	ERCC8 protein	Ercc8 ACRARU_R04957	Acrocephalus arundinaceus (Great reed-warbler)	365	ACRARU_R04957
A0A7K7P4L5	unreviewed	A0A7K7P4L5_ACRAR	ENOPH phosphatase	Enoph1 ACRARU_R06131	Acrocephalus arundinaceus (Great reed-warbler)	236	ACRARU_R06131
A0A7K7P4L6	unreviewed	A0A7K7P4L6_ACRAR	Vexin	Vxn ACRARU_R01941	Acrocephalus arundinaceus (Great reed-warbler)	65	ACRARU_R01941
A0A7K7P4L7	unreviewed	A0A7K7P4L7_ACRAR	RUBCL protein	Rubcnl ACRARU_R00407	Acrocephalus arundinaceus (Great reed-warbler)	718	ACRARU_R00407
A0A7K7P4L8	unreviewed	A0A7K7P4L8_ACRAR	COP9 signalosome complex subunit 4	Cops4 ACRARU_R06127	Acrocephalus arundinaceus (Great reed-warbler)	383	ACRARU_R06127
A0A7K7P4L9	unreviewed	A0A7K7P4L9_ACRAR	NOL7 protein	Nol7 ACRARU_R14893	Acrocephalus arundinaceus (Great reed-warbler)	180	ACRARU_R14893
A0A7K7P4M0	unreviewed	A0A7K7P4M0_ACRAR	ZC3HD protein	Zc3h13 ACRARU_R00413	Acrocephalus arundinaceus (Great reed-warbler)	320	ACRARU_R00413
A0A7K7P4M1	unreviewed	A0A7K7P4M1_ACRAR	ERG28 protein	Erg28 ACRARU_R07437	Acrocephalus arundinaceus (Great reed-warbler)	103	ACRARU_R07437
A0A7K7P4M3	unreviewed	A0A7K7P4M3_ACRAR	TEX33 protein	Tex33 ACRARU_R11597	Acrocephalus arundinaceus (Great reed-warbler)	75	ACRARU_R11597
A0A7K7P4M6	unreviewed	A0A7K7P4M6_ACRAR	SUCHY transferase	Sugct ACRARU_R06744	Acrocephalus arundinaceus (Great reed-warbler)	158	ACRARU_R06744
A0A7K7P4M8	unreviewed	A0A7K7P4M8_ACRAR	glutathione transferase (EC 2.5.1.18)	Hpgds ACRARU_R06544	Acrocephalus arundinaceus (Great reed-warbler)	199	ACRARU_R06544
A0A7K7P4N0	unreviewed	A0A7K7P4N0_ACRAR	TSTD3 protein	Tstd3 ACRARU_R12697	Acrocephalus arundinaceus (Great reed-warbler)	100	ACRARU_R12697
A0A7K7P4N4	unreviewed	A0A7K7P4N4_ACRAR	TNF11 factor	Tnfsf11 ACRARU_R11014	Acrocephalus arundinaceus (Great reed-warbler)	279	ACRARU_R11014
A0A7K7P4N7	unreviewed	A0A7K7P4N7_ACRAR	AKA11 protein	Akap11 ACRARU_R11012	Acrocephalus arundinaceus (Great reed-warbler)	1932	ACRARU_R11012
A0A7K7P4N9	unreviewed	A0A7K7P4N9_ACRAR	KCNF1 protein	Kcnf1 ACRARU_R12120	Acrocephalus arundinaceus (Great reed-warbler)	489	ACRARU_R12120
A0A7K7P4P2	unreviewed	A0A7K7P4P2_ACRAR	CMIP protein	Cmip ACRARU_R01610	Acrocephalus arundinaceus (Great reed-warbler)	707	ACRARU_R01610
A0A7K7P4P4	unreviewed	A0A7K7P4P4_ACRAR	TM1L1 protein	Tom1l1 ACRARU_R12011	Acrocephalus arundinaceus (Great reed-warbler)	236	ACRARU_R12011
A0A7K7P4P5	unreviewed	A0A7K7P4P5_ACRAR	ZMYM2 protein	Zmym2 ACRARU_R09094	Acrocephalus arundinaceus (Great reed-warbler)	1274	ACRARU_R09094
A0A7K7P4P7	unreviewed	A0A7K7P4P7_ACRAR	PAQRB factor	Mmd ACRARU_R03228	Acrocephalus arundinaceus (Great reed-warbler)	232	ACRARU_R03228
A0A7K7P4P8	unreviewed	A0A7K7P4P8_ACRAR	RNF17 protein	Rnf17 ACRARU_R09096	Acrocephalus arundinaceus (Great reed-warbler)	413	ACRARU_R09096
A0A7K7P4P9	unreviewed	A0A7K7P4P9_ACRAR	THIOM protein	Txn2 ACRARU_R11603	Acrocephalus arundinaceus (Great reed-warbler)	141	ACRARU_R11603
A0A7K7P4Q0	unreviewed	A0A7K7P4Q0_ACRAR	IFT43 protein	Ift43 ACRARU_R00210	Acrocephalus arundinaceus (Great reed-warbler)	103	ACRARU_R00210
A0A7K7P4Q1	unreviewed	A0A7K7P4Q1_ACRAR	TPD53 protein	Tpd52l1 ACRARU_R06741	Acrocephalus arundinaceus (Great reed-warbler)	210	ACRARU_R06741
A0A7K7P4Q7	unreviewed	A0A7K7P4Q7_ACRAR	BEND4 protein	Bend4 ACRARU_R05166	Acrocephalus arundinaceus (Great reed-warbler)	153	ACRARU_R05166
A0A7K7P4Q9	unreviewed	A0A7K7P4Q9_ACRAR	FAT3 protein	Fat3_0 ACRARU_R05285	Acrocephalus arundinaceus (Great reed-warbler)	379	ACRARU_R05285
A0A7K7P4R1	unreviewed	A0A7K7P4R1_ACRAR	D42E1 reductase	Sdr42e1_0 ACRARU_R12184	Acrocephalus arundinaceus (Great reed-warbler)	391	ACRARU_R12184
A0A7K7P4R2	unreviewed	A0A7K7P4R2_ACRAR	DOK6 protein	Dok6 ACRARU_R12430	Acrocephalus arundinaceus (Great reed-warbler)	308	ACRARU_R12430
A0A7K7P4R4	unreviewed	A0A7K7P4R4_ACRAR	ANR54 protein	Ankrd54 ACRARU_R11583	Acrocephalus arundinaceus (Great reed-warbler)	272	ACRARU_R11583
A0A7K7P4R7	unreviewed	A0A7K7P4R7_ACRAR	IFT27 protein	Ift27 ACRARU_R11599	Acrocephalus arundinaceus (Great reed-warbler)	108	ACRARU_R11599
A0A7K7P4R9	unreviewed	A0A7K7P4R9_ACRAR	arylamine N-acetyltransferase (EC 2.3.1.5)	Aryl ACRARU_R01615	Acrocephalus arundinaceus (Great reed-warbler)	282	ACRARU_R01615
A0A7K7P4S0	unreviewed	A0A7K7P4S0_ACRAR	NCF4 factor	Ncf4 ACRARU_R07349	Acrocephalus arundinaceus (Great reed-warbler)	75	ACRARU_R07349
A0A7K7P4S1	unreviewed	A0A7K7P4S1_ACRAR	PPCT protein	Pctp ACRARU_R12013	Acrocephalus arundinaceus (Great reed-warbler)	174	ACRARU_R12013
A0A7K7P4S2	unreviewed	A0A7K7P4S2_ACRAR	ICLN protein	Clns1a ACRARU_R07298	Acrocephalus arundinaceus (Great reed-warbler)	133	ACRARU_R07298
A0A7K7P4S3	unreviewed	A0A7K7P4S3_ACRAR	Galectin	Leg4 ACRARU_R07343	Acrocephalus arundinaceus (Great reed-warbler)	135	ACRARU_R07343
A0A7K7P4S6	unreviewed	A0A7K7P4S6_ACRAR	KLH34 protein	Klhl34 ACRARU_R07000	Acrocephalus arundinaceus (Great reed-warbler)	595	ACRARU_R07000
A0A7K7P4S7	unreviewed	A0A7K7P4S7_ACRAR	TARA protein	Triobp ACRARU_R07341	Acrocephalus arundinaceus (Great reed-warbler)	277	ACRARU_R07341
A0A7K7P4S8	unreviewed	A0A7K7P4S8_ACRAR	ETV6 factor	Etv6 ACRARU_R09357	Acrocephalus arundinaceus (Great reed-warbler)	324	ACRARU_R09357
A0A7K7P4S9	unreviewed	A0A7K7P4S9_ACRAR	Galectin	Lgals2 ACRARU_R11592	Acrocephalus arundinaceus (Great reed-warbler)	128	ACRARU_R11592
A0A7K7P4T1	unreviewed	A0A7K7P4T1_ACRAR	CAN5 protein	Capn5 ACRARU_R03268	Acrocephalus arundinaceus (Great reed-warbler)	641	ACRARU_R03268
A0A7K7P4T3	unreviewed	A0A7K7P4T3_ACRAR	TT39C protein	Ttc39c ACRARU_R04721	Acrocephalus arundinaceus (Great reed-warbler)	572	ACRARU_R04721
A0A7K7P4T4	unreviewed	A0A7K7P4T4_ACRAR	KLRG1 protein	Klrg1 ACRARU_R15165	Acrocephalus arundinaceus (Great reed-warbler)	123	ACRARU_R15165
